date,no2,o3,pm25,pm10,temperature,humidity
2024-10-28,38.0,16.0,22.0,35.0,16.0,66.0
2024-10-29,34.0,22.0,22.0,37.0,17.0,68.0
2024-10-30,30.0,23.0,19.0,33.0,16.0,64.0
2024-10-31,31.0,23.0,14.0,23.0,16.0,60.0
2024-11-01,32.0,23.0,15.0,24.0,15.0,60.0
2024-11-02,32.0,24.0,15.0,27.0,15.0,58.0
2024-11-03,33.25,23.2,15.0,26.0,13.0,63.0
2024-11-04,34.5,22.4,15.0,28.0,13.0,57.0
2024-11-05,35.75,21.6,16.0,26.0,11.0,53.0
2024-11-06,37.0,20.8,20.0,36.0,11.0,57.0
2024-11-07,37.0,20.0,29.0,47.0,10.0,61.0
2024-11-08,39.0,18.5,28.0,47.0,10.0,60.0
2024-11-09,41.0,17.0,28.0,49.0,10.0,55.0
2024-11-10,34.0,21.0,38.0,67.0,8.0,59.0
2024-11-11,29.25,13.0,32.0,56.0,7.0,69.0
2024-11-12,24.5,14.0,19.0,32.0,9.0,66.0
2024-11-13,19.75,14.0,13.0,22.0,10.0,63.0
2024-11-14,15.0,16.5,9.0,15.0,9.0,70.0
2024-11-15,18.5,19.0,12.0,21.0,7.0,69.0
2024-11-16,22.0,22.0,15.0,26.0,7.0,62.0
2024-11-17,22.0,27.0,21.0,36.0,8.0,58.0
2024-11-18,30.5,14.0,39.0,66.0,7.0,62.0
2024-11-19,39.0,13.0,41.0,67.0,9.0,62.0
2024-11-20,37.0,14.666666666666666,30.0,48.0,11.0,67.0
2024-11-21,31.5,16.333333333333332,9.0,15.0,7.0,62.0
2024-11-22,26.0,18.0,13.0,21.0,8.0,68.0
2024-11-23,30.0,17.0,4.0,8.0,7.0,50.0
2024-11-24,34.0,16.0,17.0,31.0,6.0,52.0
2024-11-25,38.0,15.0,36.0,60.0,5.0,56.0
2024-11-26,42.0,14.0,40.0,68.0,7.0,57.0
2024-11-27,39.0,14.0,43.0,72.0,10.0,61.0
2024-11-28,36.0,14.0,45.0,69.0,10.0,66.0
2024-11-29,24.0,16.0,25.0,40.0,8.0,73.0
2024-11-30,17.0,18.0,8.0,12.0,7.0,74.0
2024-12-01,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-02,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-03,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-04,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-05,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-06,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-07,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-08,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-09,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-10,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-11,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-12,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-13,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-14,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-15,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-16,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-17,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-18,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-19,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-20,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-21,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-22,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-23,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-24,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-25,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-26,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-27,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-28,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-29,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-30,14.0,23.0,5.0,8.0,8.0,75.0
2024-12-31,14.0,23.0,5.0,8.0,8.0,75.0
